Date,FIP,U3O8
02/03/2020,21.62,24.70
03/03/2020,22.04,24.73
04/03/2020,21.38,24.73
05/03/2020,20.96,24.50
06/03/2020,21.11,24.30
09/03/2020,20.59,24.20
10/03/2020,19.69,24.10
11/03/2020,19.71,24.25
12/03/2020,19.37,24.25
13/03/2020,18.15,24.10
16/03/2020,18.73,23.95
17/03/2020,18.16,23.90
18/03/2020,18.04,24.07
19/03/2020,17.17,24.07
20/03/2020,17.46,24.07
23/03/2020,17.50,24.05
24/03/2020,16.67,24.75
25/03/2020,18.13,26.00
26/03/2020,21.44,26.52
27/03/2020,20.19,26.65
30/03/2020,20.20,27.25
31/03/2020,20.78,27.43
01/04/2020,21.25,27.38
02/04/2020,20.71,27.38
03/04/2020,20.96,27.55
06/04/2020,21.01,27.70
07/04/2020,21.39,28.25
08/04/2020,23.98,29.05
09/04/2020,23.79,29.18
10/04/2020,23.61,29.63
13/04/2020,23.75,29.50
14/04/2020,24.14,30.00
15/04/2020,27.29,31.38
16/04/2020,26.80,32.00
17/04/2020,27.41,32.38
20/04/2020,27.40,32.75
21/04/2020,27.08,32.63
22/04/2020,26.26,32.63
23/04/2020,27.26,32.88
24/04/2020,27.50,33.25
27/04/2020,27.31,33.50
28/04/2020,27.56,33.38
29/04/2020,26.89,33.55
30/04/2020,27.37,33.55
01/05/2020,27.18,33.88
04/05/2020,26.62,34.05
05/05/2020,27.87,34.05
06/05/2020,29.85,34.05
07/05/2020,28.59,34.05
08/05/2020,28.31,34.05
11/05/2020,28.45,33.85
12/05/2020,27.88,33.80
13/05/2020,27.43,33.70
14/05/2020,26.31,33.45
15/05/2020,26.31,33.50
18/05/2020,26.75,33.65
19/05/2020,27.04,33.65
20/05/2020,27.21,33.70
21/05/2020,27.62,34.00
22/05/2020,27.43,34.00
25/05/2020,27.41,34.13
26/05/2020,27.71,34.10
27/05/2020,27.92,33.88
28/05/2020,28.54,34.08
29/05/2020,28.67,34.00
01/06/2020,28.77,33.92
02/06/2020,28.89,33.75
03/06/2020,29.15,33.50
04/06/2020,28.21,33.35
05/06/2020,28.53,33.35
08/06/2020,27.76,33.27
09/06/2020,28.17,33.38
10/06/2020,28.00,33.20
11/06/2020,28.34,33.33
12/06/2020,27.97,33.50
15/06/2020,27.12,33.33
16/06/2020,27.49,33.13
17/06/2020,27.60,33.13
18/06/2020,26.71,33.13
19/06/2020,26.63,33.13
22/06/2020,26.57,33.13
23/06/2020,26.06,33.13
24/06/2020,26.10,33.13
25/06/2020,25.96,33.00
26/06/2020,25.85,33.00
29/06/2020,25.39,33.13
30/06/2020,25.76,32.92
01/07/2020,26.08,32.75
02/07/2020,26.05,32.95
03/07/2020,27.24,32.95
06/07/2020,27.73,32.95
07/07/2020,28.21,32.95
08/07/2020,28.08,32.95
09/07/2020,28.20,32.95
10/07/2020,27.90,32.95
13/07/2020,27.80,32.95
14/07/2020,27.90,32.98
15/07/2020,28.09,32.88
16/07/2020,29.30,32.75
17/07/2020,29.05,32.60
20/07/2020,29.15,32.63
21/07/2020,29.04,32.80
22/07/2020,29.32,32.80
23/07/2020,29.96,32.90
24/07/2020,30.69,32.90
27/07/2020,30.25,32.90
28/07/2020,30.31,32.70
29/07/2020,30.32,32.70
30/07/2020,28.79,32.50
03/08/2020,28.34,32.42
04/08/2020,28.35,32.42
05/08/2020,28.33,32.30
06/08/2020,28.15,32.30
07/08/2020,27.87,32.30
10/08/2020,27.21,32.27
11/08/2020,27.39,32.27
12/08/2020,27.48,32.27
13/08/2020,27.73,32.10
14/08/2020,27.66,31.98
17/08/2020,27.06,31.65
18/08/2020,27.05,31.30
19/08/2020,27.18,31.15
20/08/2020,27.13,31.15
21/08/2020,27.15,31.07
24/08/2020,26.84,30.95
25/08/2020,27.11,30.88
26/08/2020,27.46,30.88
27/08/2020,27.26,30.68
28/08/2020,27.30,30.75
31/08/2020,27.62,30.60
01/09/2020,27.49,31.00
02/09/2020,27.45,31.05
03/09/2020,26.86,30.73
04/09/2020,26.79,30.35
07/09/2020,25.55,30.35
08/09/2020,25.52,30.35
09/09/2020,25.30,30.45
10/09/2020,25.40,30.38
11/09/2020,25.16,30.38
14/09/2020,25.17,30.10
15/09/2020,25.35,30.07
16/09/2020,25.44,30.13
17/09/2020,25.46,30.13
18/09/2020,25.40,30.07
21/09/2020,25.48,30.00
22/09/2020,25.29,30.00
23/09/2020,24.95,30.10
24/09/2020,24.90,30.00
25/09/2020,24.73,29.88
28/09/2020,23.93,29.98
29/09/2020,23.74,30.00
30/09/2020,23.69,30.00
01/10/2020,23.77,30.02
02/10/2020,23.52,30.02
05/10/2020,23.50,29.98
06/10/2020,23.85,29.98
07/10/2020,23.29,30.00
08/10/2020,24.20,29.88
09/10/2020,24.85,29.80
12/10/2020,24.78,29.73
13/10/2020,24.82,29.63
14/10/2020,23.59,29.57
15/10/2020,23.39,29.60
16/10/2020,22.91,29.50
19/10/2020,23.11,29.60
20/10/2020,23.28,29.63
21/10/2020,23.74,29.63
22/10/2020,23.39,29.50
23/10/2020,23.54,29.50
26/10/2020,23.34,29.65
27/10/2020,23.60,29.75
28/10/2020,23.79,29.75
29/10/2020,23.18,29.65
30/10/2020,23.69,29.70
02/11/2020,23.08,29.90
03/11/2020,23.75,29.90
04/11/2020,24.08,30.00
05/11/2020,24.03,30.05
06/11/2020,24.06,30.25
09/11/2020,24.35,29.85
10/11/2020,24.43,29.80
11/11/2020,24.80,29.80
12/11/2020,24.92,29.80
13/11/2020,24.36,29.65
16/11/2020,24.37,29.32
17/11/2020,23.82,29.50
18/11/2020,23.52,29.15
19/11/2020,23.67,29.15
20/11/2020,23.73,29.13
23/11/2020,23.45,29.68
24/11/2020,23.60,29.68
25/11/2020,23.85,29.52
26/11/2020,24.49,29.50
27/11/2020,24.52,29.50
30/11/2020,24.28,29.20
01/12/2020,23.81,30.00
02/12/2020,24.14,29.65
03/12/2020,24.35,29.60
04/12/2020,24.62,29.55
07/12/2020,25.62,29.70
08/12/2020,26.24,29.75
09/12/2020,27.72,29.75
10/12/2020,26.13,29.75
11/12/2020,26.61,29.75
14/12/2020,26.59,29.75
15/12/2020,27.73,30.00
16/12/2020,29.08,30.13
17/12/2020,28.61,30.13
18/12/2020,28.76,30.10
21/12/2020,27.82,30.15
22/12/2020,27.92,30.27
23/12/2020,28.43,30.27
24/12/2020,28.48,30.27
25/12/2020,28.43,30.27
28/12/2020,28.48,30.27
29/12/2020,28.48,30.27
30/12/2020,29.12,30.27
31/12/2020,29.23,30.35
01/01/2021,29.76,30.35
04/01/2021,29.77,30.35
05/01/2021,29.04,30.35
06/01/2021,30.32,30.35
07/01/2021,29.73,30.35
08/01/2021,29.13,30.25
11/01/2021,28.19,30.25
12/01/2021,28.27,30.25
13/01/2021,27.75,30.25
14/01/2021,27.46,30.20
15/01/2021,27.34,30.10
18/01/2021,26.36,30.02
19/01/2021,27.13,30.13
20/01/2021,26.70,30.13
21/01/2021,26.89,29.95
22/01/2021,26.42,29.95
25/01/2021,26.08,29.90
26/01/2021,27.94,29.90
27/01/2021,27.67,29.75
28/01/2021,26.43,29.75
29/01/2021,26.23,29.63
01/02/2021,26.59,29.80
02/02/2021,28.78,29.70
03/02/2021,28.07,29.50
04/02/2021,28.86,29.50
05/02/2021,27.98,29.25
08/02/2021,28.55,29.38
09/02/2021,29.02,29.38
10/02/2021,29.72,29.38
11/02/2021,29.35,29.38
12/02/2021,30.02,29.32
15/02/2021,30.04,29.25
16/02/2021,30.17,29.25
17/02/2021,31.76,29.25
18/02/2021,31.35,28.95
19/02/2021,30.60,28.88
22/02/2021,30.90,28.43
23/02/2021,31.00,28.38
24/02/2021,31.41,28.32
25/02/2021,31.61,28.32
26/02/2021,31.42,28.13
01/03/2021,30.11,27.75
02/03/2021,30.49,27.75
03/03/2021,31.04,27.75
04/03/2021,31.00,27.38
05/03/2021,30.56,27.38
08/03/2021,30.69,27.50
09/03/2021,30.25,27.50
10/03/2021,30.65,27.50
11/03/2021,30.89,27.50
12/03/2021,31.28,27.50
15/03/2021,32.31,27.50
16/03/2021,33.51,28.50
17/03/2021,34.43,29.63
18/03/2021,35.39,29.50
19/03/2021,34.23,29.50
22/03/2021,33.60,29.50
23/03/2021,34.60,29.63
24/03/2021,33.05,29.63
25/03/2021,32.53,29.75
26/03/2021,32.16,30.02
29/03/2021,32.77,30.50
30/03/2021,32.76,30.75
31/03/2021,32.45,31.00
01/04/2021,33.59,31.25
02/04/2021,33.50,31.05
05/04/2021,33.45,31.05
06/04/2021,34.75,30.93
07/04/2021,34.17,30.63
08/04/2021,32.45,30.50
09/04/2021,33.58,30.50
12/04/2021,33.47,30.25
13/04/2021,32.64,29.88
14/04/2021,32.52,30.00
15/04/2021,32.07,29.50
16/04/2021,31.19,29.40
19/04/2021,31.31,29.40
20/04/2021,31.86,29.38
21/04/2021,31.38,29.13
22/04/2021,31.90,29.00
23/04/2021,31.33,28.63
26/04/2021,31.55,28.50
27/04/2021,31.30,28.70
28/04/2021,31.08,28.77
29/04/2021,33.48,28.88
30/04/2021,35.12,29.00
03/05/2021,33.80,29.10
04/05/2021,34.69,29.50
05/05/2021,33.78,30.25
06/05/2021,35.38,30.25
07/05/2021,34.87,30.25
10/05/2021,36.40,30.50
11/05/2021,36.16,30.63
12/05/2021,36.15,30.75
13/05/2021,35.24,30.75
14/05/2021,35.10,30.75
17/05/2021,36.86,30.80
18/05/2021,36.70,30.85
19/05/2021,36.60,30.75
20/05/2021,36.69,31.00
21/05/2021,36.51,31.00
24/05/2021,35.78,31.13
25/05/2021,35.84,31.05
26/05/2021,34.84,31.05
27/05/2021,34.59,31.13
28/05/2021,36.11,31.30
31/05/2021,35.70,31.35
01/06/2021,36.01,31.35
02/06/2021,36.63,31.30
03/06/2021,36.71,31.50
04/06/2021,36.76,31.55
07/06/2021,38.11,31.93
08/06/2021,38.79,32.20
09/06/2021,38.20,32.25
10/06/2021,37.42,32.25
11/06/2021,38.19,32.40
14/06/2021,37.80,32.50
15/06/2021,35.99,32.42
16/06/2021,36.63,32.35
17/06/2021,36.68,32.30
18/06/2021,34.58,32.30
21/06/2021,33.86,32.58
22/06/2021,34.65,32.58
23/06/2021,34.56,32.52
24/06/2021,34.77,32.52
25/06/2021,35.35,32.52
28/06/2021,35.18,32.15
29/06/2021,34.81,32.30
30/06/2021,33.94,32.35
01/07/2021,34.33,32.40
02/07/2021,34.20,32.67
05/07/2021,34.63,32.80
06/07/2021,34.35,32.80
07/07/2021,33.65,32.75
08/07/2021,33.78,32.75
09/07/2021,33.50,32.63
12/07/2021,33.53,32.63
13/07/2021,34.01,32.50
14/07/2021,33.96,32.50
15/07/2021,32.67,32.50
16/07/2021,32.71,32.42
19/07/2021,31.54,32.42
20/07/2021,31.21,32.25
21/07/2021,31.39,32.25
22/07/2021,31.65,32.50
23/07/2021,31.67,32.50
26/07/2021,32.84,32.50
27/07/2021,34.40,32.50
28/07/2021,33.79,32.50
29/07/2021,33.90,32.50
30/07/2021,34.74,32.50
02/08/2021,35.65,32.38
03/08/2021,35.65,32.38
04/08/2021,34.61,32.38
05/08/2021,33.30,32.25
06/08/2021,33.11,32.13
09/08/2021,32.42,31.88
10/08/2021,32.08,31.88
11/08/2021,32.50,31.88
12/08/2021,32.25,31.88
13/08/2021,31.58,31.00
16/08/2021,31.78,30.63
17/08/2021,31.37,30.50
18/08/2021,31.29,30.88
19/08/2021,32.18,31.75
20/08/2021,31.82,32.63
23/08/2021,33.44,33.13
24/08/2021,34.57,33.50
25/08/2021,34.07,33.50
26/08/2021,34.01,33.38
27/08/2021,34.39,33.58
30/08/2021,34.68,33.70
31/08/2021,35.02,33.75
01/09/2021,35.87,34.63
02/09/2021,37.34,35.63
03/09/2021,40.47,37.00
06/09/2021,43.44,39.00
07/09/2021,43.44,39.00
08/09/2021,43.46,40.25
09/09/2021,44.25,40.25
10/09/2021,43.26,40.50
13/09/2021,49.31,42.50
14/09/2021,56.55,44.00
15/09/2021,48.94,45.25
16/09/2021,50.89,49.00
17/09/2021,50.67,51.25
20/09/2021,50.15,50.75
21/09/2021,50.84,50.25
22/09/2021,50.26,49.75
23/09/2021,49.77,49.50
24/09/2021,48.08,47.75
27/09/2021,43.21,44.50
28/09/2021,44.60,43.00
29/09/2021,42.40,43.50
30/09/2021,42.51,43.00
01/10/2021,42.92,42.25
04/10/2021,43.52,41.75
05/10/2021,43.59,41.25
06/10/2021,41.93,40.25
07/10/2021,39.57,39.13
08/10/2021,38.83,37.75
11/10/2021,39.90,37.75
12/10/2021,39.37,37.25
13/10/2021,43.68,40.75
14/10/2021,45.30,46.50
15/10/2021,46.21,46.50
18/10/2021,46.37,46.00
19/10/2021,49.02,47.50
20/10/2021,48.11,47.50
21/10/2021,48.78,47.50
22/10/2021,48.93,47.50
25/10/2021,48.74,48.00
26/10/2021,47.69,47.50
27/10/2021,45.49,47.38
28/10/2021,44.76,47.25
29/10/2021,44.77,46.38
01/11/2021,42.15,43.50
02/11/2021,44.40,42.75
03/11/2021,42.13,42.25
04/11/2021,43.98,42.00
05/11/2021,44.66,43.00
08/11/2021,45.58,44.25
09/11/2021,46.03,44.25
10/11/2021,46.50,45.00
11/11/2021,46.16,45.25
12/11/2021,47.86,45.50
15/11/2021,48.50,46.38
16/11/2021,48.18,47.00
17/11/2021,47.13,47.00
18/11/2021,47.57,47.00
19/11/2021,46.73,46.88
22/11/2021,45.10,46.38
23/11/2021,43.93,46.25
24/11/2021,46.05,47.25
25/11/2021,46.75,47.25
26/11/2021,47.04,47.13
29/11/2021,44.24,46.63
30/11/2021,44.94,46.13
01/12/2021,43.44,45.50
02/12/2021,42.73,45.50
03/12/2021,43.59,45.25
06/12/2021,42.34,45.25
07/12/2021,42.95,44.75
08/12/2021,45.03,44.75
09/12/2021,44.96,44.75
10/12/2021,42.69,44.75
13/12/2021,42.02,44.75
14/12/2021,40.36,43.00
15/12/2021,39.26,43.00
16/12/2021,43.25,43.00
17/12/2021,41.96,43.25
20/12/2021,40.80,43.25
21/12/2021,40.70,42.75
22/12/2021,41.43,42.88
23/12/2021,42.45,42.88
24/12/2021,42.68,42.38
27/12/2021,43.04,42.38
28/12/2021,43.04,42.38
29/12/2021,43.04,42.38
30/12/2021,42.28,42.38
31/12/2021,42.21,42.13
03/01/2022,42.99,42.25
04/01/2022,42.99,42.25
05/01/2022,43.30,42.63
06/01/2022,45.38,45.75
07/01/2022,45.26,45.75
10/01/2022,46.73,45.75
11/01/2022,45.86,45.75
12/01/2022,46.25,45.75
13/01/2022,46.22,45.75
14/01/2022,45.94,45.75
17/01/2022,46.02,45.75
18/01/2022,46.76,45.75
19/01/2022,45.66,45.63
20/01/2022,44.77,44.88
21/01/2022,45.09,44.88
24/01/2022,42.71,44.50
25/01/2022,42.20,44.38
26/01/2022,43.30,44.38
27/01/2022,44.10,44.38
28/01/2022,43.16,44.38
31/01/2022,43.94,43.50
01/02/2022,43.94,43.10
02/02/2022,43.76,43.10
03/02/2022,44.11,43.00
04/02/2022,42.19,43.00
07/02/2022,41.86,43.00
08/02/2022,41.20,43.00
09/02/2022,42.10,42.25
10/02/2022,43.98,42.75
11/02/2022,43.95,43.00
14/02/2022,43.35,43.25
15/02/2022,42.98,43.25
16/02/2022,43.50,43.25
17/02/2022,43.12,43.25
18/02/2022,43.12,43.25
21/02/2022,42.92,43.13
22/02/2022,42.67,42.88
23/02/2022,42.63,42.88
24/02/2022,44.07,43.38
25/02/2022,45.32,44.50
28/02/2022,49.27,47.00
01/03/2022,48.23,48.38
02/03/2022,50.15,50.13
03/03/2022,51.40,50.75
04/03/2022,50.79,50.75
07/03/2022,50.52,50.38
08/03/2022,51.01,50.88
09/03/2022,52.22,52.38
10/03/2022,60.82,59.50
11/03/2022,59.56,59.73
14/03/2022,56.19,58.50
15/03/2022,50.97,55.25
16/03/2022,52.24,54.50
17/03/2022,53.54,55.25
18/03/2022,54.51,56.50
21/03/2022,55.63,56.25
22/03/2022,58.21,58.00
23/03/2022,58.55,58.50
24/03/2022,57.89,58.50
25/03/2022,59.24,58.25
28/03/2022,58.85,58.25
29/03/2022,57.44,58.50
30/03/2022,58.55,58.25
31/03/2022,58.66,58.13
01/04/2022,59.43,58.00
04/04/2022,60.33,58.63
05/04/2022,60.53,59.88
06/04/2022,59.75,61.25
07/04/2022,62.06,62.25
08/04/2022,62.55,63.00
11/04/2022,63.23,63.50
12/04/2022,62.57,63.50
13/04/2022,62.32,63.75
14/04/2022,61.94,63.75
15/04/2022,61.09,63.75
18/04/2022,61.09,63.75
19/04/2022,59.68,63.75
20/04/2022,59.06,63.25
21/04/2022,61.26,62.50
22/04/2022,56.29,60.25
25/04/2022,50.66,54.00
26/04/2022,52.54,53.50
27/04/2022,51.26,53.50
28/04/2022,51.44,52.88
29/04/2022,53.36,52.88
02/05/2022,53.36,53.88
03/05/2022,51.41,53.88
04/05/2022,52.35,53.88
05/05/2022,54.48,54.25
06/05/2022,52.06,54.50
09/05/2022,50.98,54.88
10/05/2022,47.47,54.13
11/05/2022,45.33,52.13
12/05/2022,43.72,52.00
13/05/2022,43.18,50.50
16/05/2022,46.13,50.25
17/05/2022,43.59,47.75
18/05/2022,45.60,48.00
19/05/2022,43.80,48.00
20/05/2022,44.14,47.25
23/05/2022,45.44,46.25
24/05/2022,45.32,46.13
25/05/2022,46.29,46.13
26/05/2022,46.76,46.88
27/05/2022,46.88,46.88
30/05/2022,47.32,47.38
31/05/2022,47.95,47.38
01/06/2022,47.80,48.50
02/06/2022,48.36,48.50
03/06/2022,49.35,49.50
06/06/2022,49.88,49.88
07/06/2022,50.48,50.75
08/06/2022,52.89,51.13
09/06/2022,51.15,51.75
10/06/2022,48.22,52.00
13/06/2022,48.13,51.00
14/06/2022,43.62,49.00
15/06/2022,43.92,48.75
16/06/2022,43.62,48.75
17/06/2022,40.73,47.25
20/06/2022,40.07,45.75
21/06/2022,41.84,46.00
22/06/2022,43.41,47.50
23/06/2022,41.67,47.50
24/06/2022,40.27,47.00
27/06/2022,42.65,47.75
28/06/2022,44.21,49.00
29/06/2022,43.17,49.50
30/06/2022,42.75,50.00
01/07/2022,42.83,50.38
04/07/2022,42.83,50.38
05/07/2022,44.33,50.38
06/07/2022,40.46,50.25
07/07/2022,41.26,48.25
08/07/2022,42.48,47.63
11/07/2022,43.27,47.63
12/07/2022,40.81,47.00
13/07/2022,39.30,46.88
14/07/2022,38.32,46.50
15/07/2022,40.13,46.00
18/07/2022,40.65,45.75
19/07/2022,41.84,46.00
20/07/2022,43.38,46.00
21/07/2022,43.50,46.00
22/07/2022,42.66,46.50
25/07/2022,41.91,46.50
26/07/2022,41.84,46.75
27/07/2022,43.40,47.00
28/07/2022,46.95,48.50
29/07/2022,46.36,48.75
01/08/2022,46.53,48.75
02/08/2022,46.41,48.63
03/08/2022,44.80,48.25
04/08/2022,43.77,47.75
05/08/2022,43.58,47.75
08/08/2022,44.73,47.75
09/08/2022,45.01,47.75
10/08/2022,43.82,47.75
11/08/2022,44.69,47.75
12/08/2022,43.60,47.75
15/08/2022,42.84,47.75
16/08/2022,42.47,47.50
17/08/2022,43.19,47.50
18/08/2022,42.84,48.00
19/08/2022,43.23,48.00
22/08/2022,41.44,48.00
23/08/2022,41.12,48.00
24/08/2022,42.57,48.00
25/08/2022,48.18,48.50
26/08/2022,48.04,48.50
29/08/2022,46.73,48.50
30/08/2022,49.07,49.25
31/08/2022,50.80,51.75
01/09/2022,50.53,53.50
02/09/2022,49.12,52.38
05/09/2022,48.32,50.88
06/09/2022,48.43,51.00
07/09/2022,50.78,51.25
08/09/2022,50.26,51.25
09/09/2022,51.31,51.25
12/09/2022,51.71,52.00
13/09/2022,50.93,52.00
14/09/2022,47.98,51.25
15/09/2022,49.87,50.50
16/09/2022,48.28,49.75
19/09/2022,47.21,47.50
20/09/2022,48.02,48.00
21/09/2022,46.86,48.00
22/09/2022,46.19,48.88
23/09/2022,44.63,49.50
26/09/2022,42.65,49.00
27/09/2022,43.07,48.50
28/09/2022,45.69,48.50
29/09/2022,46.82,48.25
30/09/2022,45.49,48.25
03/10/2022,46.90,48.25
04/10/2022,47.19,48.50
05/10/2022,48.97,48.50
06/10/2022,49.33,48.38
07/10/2022,47.47,48.38
10/10/2022,47.15,48.25
11/10/2022,47.52,48.63
12/10/2022,44.78,49.00
13/10/2022,46.40,49.00
14/10/2022,49.80,50.00
17/10/2022,49.27,50.25
18/10/2022,51.18,50.75
19/10/2022,50.25,50.75
20/10/2022,50.56,51.88
21/10/2022,49.92,51.88
24/10/2022,52.11,52.63
25/10/2022,50.08,52.75
26/10/2022,50.56,52.75
27/10/2022,52.25,52.75
28/10/2022,51.54,52.63
31/10/2022,51.23,52.48
01/11/2022,51.83,52.30
02/11/2022,50.18,52.25
03/11/2022,48.66,51.38
04/11/2022,48.31,50.88
07/11/2022,49.85,49.50
08/11/2022,49.75,49.50
09/11/2022,51.33,49.88
10/11/2022,49.09,50.00
11/11/2022,49.48,50.00
14/11/2022,49.89,50.13
15/11/2022,49.02,50.13
16/11/2022,48.70,50.13
17/11/2022,44.97,50.13
18/11/2022,44.67,50.25
21/11/2022,45.56,50.25
22/11/2022,44.60,50.00
23/11/2022,45.75,49.88
24/11/2022,45.73,49.88
25/11/2022,45.49,49.88
28/11/2022,45.02,49.88
29/11/2022,43.88,49.75
30/11/2022,44.15,49.75
01/12/2022,44.99,49.38
02/12/2022,45.31,49.38
05/12/2022,44.31,48.00
06/12/2022,42.28,48.00
07/12/2022,42.12,48.00
08/12/2022,42.35,48.13
09/12/2022,43.49,48.13
12/12/2022,42.42,48.13
13/12/2022,43.13,48.13
14/12/2022,43.98,47.88
15/12/2022,43.47,47.75
16/12/2022,43.14,47.75
19/12/2022,41.92,47.75
20/12/2022,42.03,47.75
21/12/2022,42.43,47.75
22/12/2022,43.23,47.75
23/12/2022,42.85,47.75
26/12/2022,43.96,47.75
27/12/2022,43.96,47.75
28/12/2022,44.76,48.63
29/12/2022,43.63,48.63
30/12/2022,44.71,48.63
02/01/2023,46.96,48.63
03/01/2023,46.96,48.63
04/01/2023,47.81,48.75
05/01/2023,47.99,48.75
06/01/2023,48.11,48.75
09/01/2023,49.24,49.00
10/01/2023,48.14,50.00
11/01/2023,48.17,50.25
12/01/2023,48.00,50.38
13/01/2023,47.99,50.38
16/01/2023,48.13,50.13
17/01/2023,48.80,50.13
18/01/2023,47.64,49.13
19/01/2023,46.38,48.75
20/01/2023,47.67,48.75
23/01/2023,47.87,48.75
24/01/2023,48.24,48.88
25/01/2023,48.68,49.00
26/01/2023,50.11,49.75
27/01/2023,50.09,49.75
30/01/2023,51.67,50.63
31/01/2023,51.59,50.75
01/02/2023,51.47,50.88
02/02/2023,51.90,50.75
03/02/2023,51.66,51.25
06/02/2023,48.92,51.13
07/02/2023,49.41,50.75
08/02/2023,51.24,50.50
09/02/2023,50.71,50.50
10/02/2023,50.68,50.50
13/02/2023,50.96,50.50
14/02/2023,50.43,50.50
15/02/2023,51.53,51.00
16/02/2023,51.33,51.13
17/02/2023,51.22,51.75
20/02/2023,51.93,51.75
21/02/2023,51.93,51.75
22/02/2023,50.95,51.75
23/02/2023,48.61,51.75
24/02/2023,48.81,51.75
27/02/2023,48.67,51.50
28/02/2023,49.38,51.00
01/03/2023,49.73,50.88
02/03/2023,50.24,50.88
03/03/2023,50.10,50.50
06/03/2023,49.97,50.50
07/03/2023,48.62,50.63
08/03/2023,46.87,51.13
09/03/2023,46.87,51.13
10/03/2023,47.23,51.13
13/03/2023,46.16,50.88
14/03/2023,45.49,50.38
15/03/2023,45.64,50.38
16/03/2023,42.61,49.75
17/03/2023,43.50,49.75
20/03/2023,44.32,50.00
21/03/2023,45.91,50.00
22/03/2023,45.36,50.00
23/03/2023,44.88,50.00
24/03/2023,43.77,50.00
27/03/2023,44.30,50.50
28/03/2023,44.52,50.38
29/03/2023,45.55,50.63
30/03/2023,45.48,50.75
31/03/2023,46.52,50.75
03/04/2023,46.81,50.75
04/04/2023,46.35,51.00
05/04/2023,45.67,51.13
06/04/2023,44.23,51.13
07/04/2023,44.94,51.13
10/04/2023,44.94,51.13
11/04/2023,45.58,51.13
12/04/2023,45.66,51.13
13/04/2023,45.70,51.13
14/04/2023,46.61,51.13
17/04/2023,46.28,51.13
18/04/2023,45.25,51.13
19/04/2023,44.59,51.13
20/04/2023,44.87,51.13
21/04/2023,44.70,51.13
24/04/2023,43.91,51.50
25/04/2023,45.11,52.50
26/04/2023,46.11,53.38
27/04/2023,45.64,53.83
28/04/2023,48.05,53.75
01/05/2023,47.48,53.50
02/05/2023,46.64,53.75
03/05/2023,46.35,53.30
04/05/2023,46.53,53.30
05/05/2023,46.99,53.30
08/05/2023,48.15,53.30
09/05/2023,48.42,53.30
10/05/2023,49.60,53.30
11/05/2023,50.13,53.30
12/05/2023,48.83,53.40
15/05/2023,49.46,53.40
16/05/2023,49.50,53.40
17/05/2023,48.84,53.63
18/05/2023,49.37,53.75
19/05/2023,48.34,53.75
22/05/2023,48.74,53.75
23/05/2023,48.74,53.75
24/05/2023,47.12,54.00
25/05/2023,47.14,54.38
26/05/2023,47.07,54.38
29/05/2023,47.52,54.38
30/05/2023,48.32,54.38
31/05/2023,48.26,54.38
01/06/2023,51.52,54.63
02/06/2023,52.68,55.38
05/06/2023,52.03,55.50
06/06/2023,52.51,55.50
07/06/2023,52.15,56.00
08/06/2023,51.38,56.50
09/06/2023,52.11,56.50
12/06/2023,52.05,56.95
13/06/2023,53.45,57.75
14/06/2023,53.69,57.75
15/06/2023,53.00,57.50
16/06/2023,54.44,56.75
19/06/2023,54.16,56.75
20/06/2023,53.99,56.75
21/06/2023,53.58,56.75
22/06/2023,53.10,56.75
23/06/2023,53.32,56.50
26/06/2023,51.91,56.38
27/06/2023,52.05,56.38
28/06/2023,52.29,56.38
29/06/2023,50.98,56.13
30/06/2023,49.53,56.13
03/07/2023,50.79,56.13
04/07/2023,50.79,56.13
05/07/2023,50.72,55.75
06/07/2023,49.15,55.75
07/07/2023,48.37,55.75
10/07/2023,48.55,55.60
11/07/2023,49.32,55.60
12/07/2023,49.40,55.30
13/07/2023,49.44,55.30
14/07/2023,50.27,55.50
17/07/2023,49.06,55.60
18/07/2023,49.83,55.60
19/07/2023,49.77,55.88
20/07/2023,49.60,56.13
21/07/2023,49.28,56.13
24/07/2023,49.32,56.13
25/07/2023,50.52,56.15
26/07/2023,51.57,56.15
27/07/2023,51.53,56.15
28/07/2023,50.86,56.25
31/07/2023,51.11,56.25
01/08/2023,52.20,56.25
02/08/2023,53.30,56.38
03/08/2023,52.44,56.38
04/08/2023,53.51,56.38
07/08/2023,54.53,56.40
08/08/2023,54.53,56.40
09/08/2023,54.11,56.40
10/08/2023,54.07,56.40
11/08/2023,53.72,56.52
14/08/2023,53.94,56.75
15/08/2023,52.47,56.88
16/08/2023,51.69,56.88
17/08/2023,53.60,57.15
18/08/2023,53.29,57.75
21/08/2023,54.84,58.25
22/08/2023,55.54,58.25
23/08/2023,56.22,58.25
24/08/2023,57.62,58.25
25/08/2023,56.88,58.38
28/08/2023,57.25,58.63
29/08/2023,57.56,58.63
30/08/2023,58.00,58.88
31/08/2023,58.81,59.75
01/09/2023,59.10,60.75
04/09/2023,58.73,60.25
05/09/2023,59.34,60.88
06/09/2023,60.34,61.25
07/09/2023,59.47,61.25
08/09/2023,58.85,61.25
11/09/2023,60.00,62.00
12/09/2023,59.48,62.13
13/09/2023,60.53,62.25
14/09/2023,64.04,63.75
15/09/2023,66.27,66.25
18/09/2023,65.91,65.75
19/09/2023,68.09,67.00
20/09/2023,66.97,67.00
21/09/2023,66.93,67.00
22/09/2023,66.69,67.25
25/09/2023,70.62,69.80
26/09/2023,71.42,70.25
27/09/2023,69.57,71.00
